"FID","FID.1","mean","sd","skewness","kurtosis"
"198",198,0.655091265745173,0.101133651871538,-0.830869092763456,0.753204557265089
"199",199,0.618143838905111,0.0799813452225898,-0.575506819113671,0.521398233773013
"200",200,0.641445256769515,0.0756342261467055,-0.812246245213035,0.995352027985915
"201",201,0.616331098953799,0.0872088721413689,-0.741984187841441,0.239056276686043
"202",202,0.636066296499377,0.0874235860477572,-0.842453077243583,0.77674747522544
"203",203,0.686509732459909,0.0714635293247423,-0.787150797373864,0.59574196160147
"204",204,0.594842659693168,0.0993137074280509,-0.495766457545846,0.00708264645394685
"205",205,0.64348405372141,0.100186603602868,-0.762249698575813,0.416525545612756
"206",206,0.632258831192769,0.0876919936976093,-0.356958152283417,-0.341499789004053
"207",207,0.647975735246677,0.0823966696621438,-0.779791174496233,0.638904640175701
"208",208,0.55751573496601,0.108967269280927,-0.486972401794385,-0.210369202273162
"209",209,0.672314682142022,0.0770521207498483,-1.01188620774957,1.21045763288511
"210",210,0.607762213936377,0.103685526430687,-0.69555196952649,0.217029101000688
"211",211,0.614249856204133,0.109141226857435,-0.912232352752659,1.05386126102801
"212",212,0.576366189962044,0.115747733606584,-0.224502427606843,-0.634527939648784
"213",213,0.470968998367707,0.119308959369097,0.0264430328269585,-0.809904161464009
"214",214,0.532849466671469,0.0713171789939563,-0.273514659075933,-0.212140150626336
"215",215,0.554567167039313,0.093261484659594,-0.599193156788763,0.334233038906536
"216",216,0.521120144060617,0.0906445176041917,-0.281391488800879,-0.134252270502074
"217",217,0.550128451863724,0.0947024545219502,-0.527687535197586,0.135008530936785
"218",218,0.650361581107565,0.0877398816729891,-0.708151685926265,0.303658359330591
"219",219,0.51316725383946,0.134655602625925,-0.314279660339308,-0.884984659469613
"220",220,0.524569034270477,0.116749094070134,-0.483696362019141,-0.356850957587862
"221",221,0.501583765058669,0.122835261150219,-0.156995221089092,-0.713687862532061
"222",222,0.519097561017167,0.0946749521836113,-0.43049389321667,-0.149966731263733
"223",223,0.560897459991173,0.082424173450711,-0.565510949553446,0.199008934734275
"224",224,0.507853717591059,0.0938837617866549,-0.146907706995188,-0.629256621621542
"225",225,0.411565009124369,0.0976508613153766,0.412533095775464,-0.317774465354823
"226",226,0.572446476664612,0.102227614105855,-0.405488111174049,-0.358054232516062
"227",227,0.714797568218139,0.0759727264028713,-0.75624634518897,0.329832408149963
"228",228,0.607561253696234,0.0977612427746046,-0.642518132586609,0.32663393795689
"229",229,0.513627094772338,0.122498072818636,-0.32240516932786,-0.456762563815357
"230",230,0.466016731499551,0.125167154789563,-0.0105072311646496,-0.741028455733095
"231",231,0.597069688903513,0.0827515052139444,-0.555033971376332,0.312645676578433
"232",232,0.509236990887024,0.0903484279713698,-0.0840219880166769,-0.396032785131619
